ads_idx,ads_code,adv_idx,sch_idx,ads_type,ads_category,ads_name,ads_limit,ads_payment,ads_save_way,ads_day_cap,ads_sdate,ads_edate,ads_os_type,ads_contract_price,ads_reward_price,ads_order,ads_rejoin_type,regdate
382937,7xskkD1ECc,1597,1115739,3,2,Castle Duels: PvP Arena Battle,,,아레나 13 잠금 해제,N,2025-06-09 10:00:00,2031-01-04 00:00:00,2,9600,7200,2455100,NONE,2025-06-09 10:11:36
383037,s7MdODstKB,1646,1222581,3,8,블랙야크 신세계센텀 카카오톡 간편 회원가입,,,카카오 간편 회원가입 후 카톡 친구 추가 메시지 캡쳐 후 제출,N,2025-06-09 14:00:00,2025-08-24 00:00:00,7,1200,600,2762900,NONE,2025-06-09 14:28:59
383077,VUNgedhbfq,50,1116017,3,10,롯데마트 제타,,,2만원이상 첫 구매,N,2025-06-09 17:00:00,2030-12-28 00:00:00,2,2400,1800,2544400,NONE,2025-06-09 17:04:10
384191,7SxQmIZKmB,1596,1117847,3,4,[정답입력] 노량진맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-06-10 21:27:09,9999-12-31 23:59:59,7,18,12,1369271,ADS_CODE_DAILY_UPDATE,2025-06-10 21:27:09
384690,4eSKgWmOcT,335,1118793,2,2,알바천국,,,최초 오픈,N,2025-06-11 13:32:37,9999-12-31 23:59:59,2,230,180,2746800,NONE,2025-06-11 13:32:36
385707,hcXTNfCz7Y,1615,1120691,12,11,[청담 헤어샵] 아론샵 실크 리페어 샴푸 1L,,50000,구매,N,2025-06-12 15:00:00,9999-12-31 00:00:00,7,20909,13500,1369773,REJOINABLE,2025-06-12 15:14:14
385711,kiNHgHThNe,1615,1120695,12,11,아론샵 원스텝 스트레이트 펌 매직약 150ml,,15000,구매,N,2025-06-12 15:00:00,9999-12-31 00:00:00,7,6363,4100,1369941,REJOINABLE,2025-06-12 15:14:53
386182,BtU3p6QutQ,1597,1219928,3,5,Cash Giraffe: Surveys & Perks,,,12000코인 획득,N,2025-06-13 10:00:00,2031-01-03 00:00:00,1,18000,13000,2456400,NONE,2025-06-13 10:06:52
386998,DAOkyvpDNM,1596,1122988,3,4,[정답입력]광명맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-06-13 19:22:30,9999-12-31 23:59:59,7,18,12,1369379,ADS_CODE_DAILY_UPDATE,2025-06-13 19:22:30
387001,zfhtQVBdDA,1596,1122994,3,4,[정답입력] 범계맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-06-13 19:42:18,9999-12-31 23:59:59,7,18,12,1369379,ADS_CODE_DAILY_UPDATE,2025-06-13 19:42:18
388973,iEDtl2c3GN,1597,1201872,3,5,Nut Sort: Color Sorting Game,,,레벨 300 완료,N,2025-06-16 10:00:00,2031-01-04 00:00:00,1,2400,1800,2465600,NONE,2025-06-16 10:14:12
388989,VjxSR83XLA,1597,1126697,3,5,Idle Bank Tycoon: Money Empire,,,뱅크7 진입,N,2025-06-16 10:00:00,2030-12-28 00:00:00,2,24000,16000,2457500,NONE,2025-06-16 10:45:59
389085,DCGWfd1Slr,777,1127130,9,6,마트 소트 : 굿즈 퍼즐,,,모든 서브퀘스트 완료,N,2025-06-16 18:00:00,2025-12-31 23:59:00,2,0,293,2592500,NONE,2025-06-16 15:01:08
389104,6TknSJuipc,910,1127072,3,8,인크루트,,,회원가입,N,2025-06-16 16:00:00,2029-11-29 00:00:00,2,900,700,2700500,NONE,2025-06-16 15:29:41
390251,dwTKp4rDcR,82,1129072,3,5,버스 퍼즐: 주차 체증,,,레벨 500 완료,N,2025-06-17 15:00:00,2030-12-27 00:00:00,2,2520,1890,2426100,NONE,2025-06-17 15:00:23
391165,VfoZmzvPFX,1407,1214218,3,3,충청남도 카카오스토리 소식받기,,,카카오스토리 소식받기,N,2025-06-18 17:00:00,2025-08-31 00:00:00,7,280,180,2761200,NONE,2025-06-18 17:29:18
391224,roRLTt6sMP,1596,1130892,3,4,[정답입력] 문산맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-06-18 22:42:30,9999-12-31 23:59:59,7,18,12,1369379,ADS_CODE_DAILY_UPDATE,2025-06-18 22:42:30
392149,VTbf7YsEl8,1597,1132662,3,5,We Are Warriors!,,,외계 시대 2 완료 - 타임라인 21,N,2025-06-19 10:00:00,2029-11-29 00:00:00,2,6600,4950,2457600,NONE,2025-06-19 10:05:27
393624,zSuTn0lxzo,1597,1135503,3,5,Random TD,,,레벨 13 오렌지 타워 1개 수집,N,2025-06-20 10:00:00,2029-11-28 00:00:00,2,21600,16200,2459500,NONE,2025-06-20 10:13:49
393760,PrQLCWsvFs,335,1135694,3,3,풀무원 PM1 스튜디오 유튜브,25세~50세,,구독,N,2025-06-20 11:00:00,2029-11-29 00:00:00,1,230,180,2592200,NONE,2025-06-20 11:48:32
393761,akTVGYih6h,335,1135693,3,3,풀무원 PM1 스튜디오 유튜브,25세~50세,,구독,N,2025-06-20 11:00:00,2029-11-29 00:00:00,2,230,180,2592300,NONE,2025-06-20 11:48:54
394085,G49Lgc1Rdc,1596,1136296,3,4,[정답입력] 진해석동맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-06-20 20:17:57,9999-12-31 23:59:59,7,18,12,1369379,ADS_CODE_DAILY_UPDATE,2025-06-20 20:17:56
394113,ZM8PL8LBaI,1596,1136333,3,4,[정답입력] 발산역술집,,,네이버 플레이스 지도 거리 입력하기,N,2025-06-20 21:32:12,9999-12-31 23:59:59,7,18,12,1369379,ADS_CODE_DAILY_UPDATE,2025-06-20 21:32:12
399217,PsF6JVGWmK,50,1144182,3,5,대한민국 대표 포커게임 : 챔프포커,,,홀덤 or 바카라 10판 플레이,N,2025-06-23 15:00:00,2029-11-28 00:00:00,2,800,640,2544600,NONE,2025-06-23 15:56:30
400093,dF04Fmar4e,318,1145250,3,4,피토메스남자화장품의 일이와삼 맞추기 6.24,,,퀴즈 맞추기,N,2025-06-24 13:03:03,9999-12-31 23:59:59,7,18,12,1369365,NONE,2025-06-24 13:03:02
401901,PYMRwUefq2,1596,1148405,3,4,[정답입력] 배곧 맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-06-25 21:17:54,9999-12-31 23:59:59,7,18,12,1369379,ADS_CODE_DAILY_UPDATE,2025-06-25 21:17:54
403560,1huGUkRJwA,10,1150945,3,8,한화 자동차 보험 상담신청하기,,,상담 신청,N,2025-06-26 11:00:00,2029-11-28 00:00:00,2,800,640,2577300,NONE,2025-06-26 11:10:31
403634,mgihYomEQU,1596,1151062,3,4,[정답입력] 예술의전당맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-06-26 15:09:54,9999-12-31 23:59:59,7,18,12,1369486,ADS_CODE_DAILY_UPDATE,2025-06-26 15:09:53
403864,pVV9yShI6R,318,1151444,3,4,사주링 맞추기 6.26,,,퀴즈 맞추기,N,2025-06-26 16:57:58,9999-12-31 23:59:59,7,90,62,1369486,NONE,2025-06-26 16:57:58
405610,X4mISjXGSO,1597,1220493,3,5,LUDUS - Merge Arena PvP,,,아레나 5 정복 및 인앱 결제,N,2025-06-27 11:00:00,2031-01-03 00:00:00,2,26400,19800,2462800,NONE,2025-06-27 11:02:05
408070,phLpQIv39Y,1596,1157874,3,4,[정답입력] 광주 동명동 맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-06-28 02:13:47,9999-12-31 23:59:59,7,18,12,1369407,ADS_CODE_DAILY_UPDATE,2025-06-28 02:13:47
411407,dYb9XLq4mU,1659,1192630,9,6,던전앤브레이커,,,모든 서브퀘스트 완료,N,2025-07-01 16:00:00,2025-12-31 00:00:00,2,0,393,2702300,NONE,2025-07-01 16:19:02
411630,7DuJQuAiCH,1596,1163616,3,4,[정답입력] 수분크림,,,네이버 쇼핑 상품번호 입력하기,N,2025-07-01 20:13:45,9999-12-31 23:59:59,7,18,12,1369409,ADS_CODE_DAILY_UPDATE,2025-07-01 20:13:45
412767,qkBrgYZyS6,1596,1165370,3,4,[정답입력] 붙박이장 모음전,,,네이버 쇼핑 상품번호 입력하기,N,2025-07-02 23:22:38,9999-12-31 23:59:59,7,18,12,1369486,ADS_CODE_DAILY_UPDATE,2025-07-02 23:22:38
412784,1bhOjsr08t,1596,1165398,3,4,[정답입력]리타 드레스룸 옷장,,,네이버 쇼핑 상품번호 입력하기,N,2025-07-02 23:57:42,9999-12-31 23:59:59,7,18,12,1369486,ADS_CODE_DAILY_UPDATE,2025-07-02 23:57:41
412785,bpRVNYzqbf,1596,1165400,3,4,[정답입력]ㄹㅅ무볼딩 붙박이장,,,네이버 쇼핑 상품번호 입력하기,N,2025-07-02 23:57:45,9999-12-31 23:59:59,7,18,12,1369486,ADS_CODE_DAILY_UPDATE,2025-07-02 23:57:45
412872,LWpgse66wI,1596,1165555,3,4,[정답입력]조엔 침대 프레임,,,네이버 쇼핑 상품번호 입력하기,N,2025-07-03 00:18:26,9999-12-31 23:59:59,7,18,12,1369486,ADS_CODE_DAILY_UPDATE,2025-07-03 00:18:25
413133,HjMoQDowa4,1596,1166073,3,4,[정답입력]가죽소파 3인용 스툴,,,네이버 쇼핑 상품번호 입력하기,N,2025-07-03 01:06:08,9999-12-31 23:59:59,7,18,12,1369486,ADS_CODE_DAILY_UPDATE,2025-07-03 01:06:07
413294,PkgRSDps39,1596,1166395,3,4,[정답입력]코코 더블침대,,,네이버 쇼핑 상품번호 입력하기,N,2025-07-03 01:48:55,9999-12-31 23:59:59,7,18,12,1369486,ADS_CODE_DAILY_UPDATE,2025-07-03 01:48:54
413297,dcOAtgEZO7,1596,1166401,3,4,[정답입력]편백나무침대,,,네이버 쇼핑 상품번호 입력하기,N,2025-07-03 01:49:06,9999-12-31 23:59:59,7,18,12,1369486,ADS_CODE_DAILY_UPDATE,2025-07-03 01:49:05
414034,QG6a0XXIYz,883,1167403,3,8,내고 계신 보험료 절약하고 홍삼선물 받아가세요.,,,참여,N,2025-07-03 14:00:00,2029-11-29 00:00:00,7,800,640,2545600,NONE,2025-07-03 14:58:49
414073,r94uSqWl2y,724,1193499,9,6,용칼이 키우기,,,모든 서브퀘스트 완료,N,2025-07-03 15:00:00,2025-12-31 00:00:00,2,0,464,2708300,NONE,2025-07-03 15:31:27
416261,ddujVlHKYO,335,1170547,2,1,알바천국,,,최초 오픈,N,2025-07-04 16:00:00,2029-11-29 00:00:00,1,230,180,2751600,NONE,2025-07-04 16:21:33
416294,wkFefh1LvR,1355,1223684,3,5,궁도 요새: 캐슬 워,,,Lv.91 도달,N,2025-07-04 17:11:00,2031-01-04 00:00:00,2,1600,1200,2472000,NONE,2025-07-04 17:11:08
422958,NClDGWehYK,1596,1179559,3,4,[정답입력] 휴룸 렌지대,,,네이버 쇼핑 상품번호 입력하기,N,2025-07-07 17:41:39,9999-12-31 23:59:59,7,18,12,1369486,ADS_CODE_DAILY_UPDATE,2025-07-07 17:41:39
424747,hrwDuHcnm1,1596,1181893,3,4,[정답입력] 대학로 맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-07-08 00:49:24,9999-12-31 23:59:59,7,18,12,1369484,ADS_CODE_DAILY_UPDATE,2025-07-08 00:49:23
425180,pf2LwwVI8a,1321,1182934,9,6,라그나로크: Back to Glory,,,모든 서브퀘스트 완료,N,2025-07-08 16:00:00,2025-12-31 23:59:00,2,0,321,2721000,NONE,2025-07-08 10:43:09
426307,jsYTycEtMJ,1355,1184377,3,5,Block Blitz: Gems Puzzle,,,Journey모드로 레벨51 도달,N,2025-07-09 17:12:50,9999-12-31 23:59:59,2,640,480,2475400,NONE,2025-07-09 17:12:50
426363,Jlm0jBJ7sa,318,1184533,3,4,활성형엽산비타민d 맞추기 4.15,,,퀴즈 맞추기,N,2025-07-09 18:17:23,9999-12-31 23:59:59,7,18,12,1369524,NONE,2025-07-09 18:17:23
426583,fnGeKtuaQw,82,1184982,3,1,도형그리기 (매일 참여 가능),,,미션 참여하기,N,2025-07-10 13:00:00,2030-12-27 00:00:00,7,3,2,2746100,ADS_CODE_DAILY_UPDATE,2025-07-10 13:14:35
426584,pbPDvhHhtH,82,1184984,3,1,박스찾기 (매일 참여 가능),,,미션 참여하기,N,2025-07-10 13:00:00,2030-12-27 00:00:00,7,3,2,2746300,ADS_CODE_DAILY_UPDATE,2025-07-10 13:18:16
426585,UQjv97lEpG,82,1184983,3,1,시간잡기 (매일 참여 가능),,,미션 참여하기,N,2025-07-10 13:00:00,2031-01-03 00:00:00,7,3,2,2746200,ADS_CODE_DAILY_UPDATE,2025-07-10 13:18:34
426586,Y7TuErQtl4,1407,1222295,3,3,충청남도 X(트위터),,,팔로잉,N,2025-07-10 13:00:00,2025-08-23 00:00:00,7,280,120,2761000,NONE,2025-07-10 13:35:52
426806,Jl7uYh0oSq,84,1185435,3,8,[리뷰] 스마트캐디,,,참여,N,2025-07-10 18:00:00,2031-01-04 00:00:00,7,1000,750,2728700,NONE,2025-07-10 18:01:36
426811,8jPMqwKAeg,335,1185444,3,5,흔해빠진 직업으로 세계최강,,,"25일 내 스테이지 3,500 층 도달",N,2025-07-10 18:00:00,2029-11-29 00:00:00,7,13600,10200,2546300,NONE,2025-07-10 18:13:36
426812,a7g7PSDpti,335,1185443,3,5,마법선생 네기마!,,,25일 내 레벨 120 달성,N,2025-07-10 18:00:00,2029-11-29 00:00:00,7,13600,10200,2546500,NONE,2025-07-10 18:14:00
426813,XWsOBiMWVQ,335,1185442,3,5,"거미입니다만, 문제라도?",,,25일 내 레벨 95 달성,N,2025-07-10 18:00:00,2029-11-29 00:00:00,7,13600,10200,2546200,NONE,2025-07-10 18:14:18
427404,2p6Xl7Rr0O,1657,1202291,9,6,헬좀비,,,모든 서브퀘스트 완료,N,2025-07-11 14:00:00,2025-12-31 23:59:00,2,0,357,2729800,NONE,2025-07-11 14:44:19
429011,1R6jvJzyLe,335,1188512,3,2,웰로 고향사랑기부,,,기부완료(10만원) > 배송완료+구매확정,N,2025-07-11 16:00:00,2029-11-29 00:00:00,7,1360,1020,2545500,NONE,2025-07-11 16:21:34
429019,wqgLPrfQYj,1650,1188525,9,6,"슬라임 쓰러뜨리고 300년, 모르는 사이에 레벨 MAX가 되었습니다 마치 크래프트",,,모든 서브퀘스트 완료,N,2025-07-11 17:00:00,2025-12-31 23:59:00,7,0,286,2730000,NONE,2025-07-11 17:26:51
429020,USg2uuyPAL,335,1188526,3,8,운세 보면 리워드+네이버페이 지급,,,운세 보기,N,2025-07-11 17:00:00,2029-11-29 00:00:00,7,16,11,2591400,NONE,2025-07-11 17:27:33
430086,QFbhQvRMed,1596,1190524,3,4,[저장하기] 노량진고시원,,,네이버 플레이스 저장하기,N,2025-07-14 10:17:53,9999-12-31 23:59:59,7,20,14,1369610,ADS_CODE_DAILY_UPDATE,2025-07-14 10:17:53
430098,QxGeLZwzbW,1654,1202292,9,6,우주 마녀 키우기 : 마법이 부족해서 정령과 손잡았다,,,모든 서브퀘스트 완료,N,2025-07-14 14:00:00,2025-12-31 23:59:00,2,0,464,2730800,NONE,2025-07-14 11:53:48
430132,0DxVTXGZDJ,614,1190630,9,6,거절하기엔 너무 큰돈이었다,,,모든 서브퀘스트 완료,N,2025-07-14 15:00:00,2025-12-31 23:59:00,2,0,286,2730900,NONE,2025-07-14 15:13:21
430399,k6sAamt6JW,50,1191095,1,2,편의점 정리왕 3D,,,받기,N,2025-07-15 12:12:22,9999-12-31 23:59:59,1,170,120,2759200,NONE,2025-07-15 12:12:22
430452,cfaPAvk7mt,614,1191185,9,6,미확인 용사단,,,모든 서브퀘스트 완료,N,2025-07-15 15:00:00,2025-12-31 23:59:00,2,0,286,2731300,NONE,2025-07-15 15:48:45
430763,bZW6VrIDkN,318,1191764,3,4,철물파크 905s 도무스방문손잡이 맞추기 7.16,,,퀴즈 맞추기,N,2025-07-16 13:07:34,9999-12-31 23:59:59,7,16,11,1369551,NONE,2025-07-16 13:07:33
430801,LS0hJg8uTz,1596,1191833,3,4,[정답입력] 휴룸 렌지대,,,네이버 상품 해시태그,N,2025-07-16 15:22:18,9999-12-31 23:59:59,7,18,12,1369551,ADS_CODE_DAILY_UPDATE,2025-07-16 15:22:18
431126,FS6DsZPo9z,777,1192487,9,6,블록 파크 : 퍼즐,,,모든 서브퀘스트 완료,N,2025-07-17 14:00:00,2025-12-31 00:00:00,2,0,357,2732800,NONE,2025-07-17 14:17:58
431620,wWJecik2I4,119,1193743,9,6,환생 마검사 키우기: 검과 마법의 전략 전투,,,모든 서브퀘스트 완료,N,2025-07-22 12:00:00,2025-10-15 23:59:00,2,0,393,2733100,NONE,2025-07-18 11:21:59
431625,VSWackRObM,1355,1193431,3,5,Playdoku: 블록 퍼즐,,,여행 모드에서 레벨126 도달,N,2025-07-18 12:47:26,9999-12-31 23:59:59,2,2080,1560,2461900,NONE,2025-07-18 12:47:25
431630,eH5gQ9FYxS,318,1193440,3,4,럭스엑스팟 용가리 맞추기 7.18,,,퀴즈 맞추기,N,2025-07-18 13:07:19,9999-12-31 23:59:59,7,16,11,1369551,NONE,2025-07-18 13:07:19
431661,6xPvQczNmR,318,1193497,3,4,팰리세이드튜닝 맞추기 7.18,,,퀴즈 맞추기,N,2025-07-18 14:22:22,9999-12-31 23:59:59,7,16,11,1369551,NONE,2025-07-18 14:22:22
432473,uln1s866Ui,1655,1195076,3,4,[호환] TSI LG 공기청정기 필터 엘지 퓨리케어 360 일반형 153468,,,네이버스마트스토어 퀴즈,N,2025-07-19 01:24:46,9999-12-31 23:59:59,7,18,12,1369551,ADS_CODE_DAILY_UPDATE,2025-07-19 01:24:45
432475,Eb5RHDVQ2N,1655,1195080,3,4,[호환] TSI 삼성 공기청정기 필터 CFX-G100D 블루스카이6000 일반형 15657,,,네이버스마트스토어 퀴즈,N,2025-07-19 01:24:47,9999-12-31 23:59:59,7,18,12,1369551,ADS_CODE_DAILY_UPDATE,2025-07-19 01:24:47
432523,qoqLjESxCc,1655,1195176,3,4,"닥터바이 레날 강아지 신장 요로 크랜베리 영양제 30개입, 1개 158772",,,네이버스마트스토어 퀴즈,N,2025-07-19 01:25:29,9999-12-31 23:59:59,7,18,12,1369551,ADS_CODE_DAILY_UPDATE,2025-07-19 01:25:29
432560,AcPgAKswEC,1655,1195250,3,4,올스텐 싱크대배수구 교체 세트 고니 배수통 배수관 159844,,,네이버스마트스토어 퀴즈,N,2025-07-19 01:25:59,9999-12-31 23:59:59,7,18,12,1369551,ADS_CODE_DAILY_UPDATE,2025-07-19 01:25:59
432565,1tDQ7rnUHY,1655,1195260,3,4,플로랑 대용량 오브제 인테리어 디퓨저 실내방향제 향기뿜뿜 500ML 선물세트 160208,,,네이버스마트스토어 퀴즈,N,2025-07-19 01:26:06,9999-12-31 23:59:59,7,18,12,1369551,ADS_CODE_DAILY_UPDATE,2025-07-19 01:26:05
433930,yPuff2BlKt,1655,1198266,3,4,7번방 홍대점 166669,,,네이버플레이스 퀴즈,N,2025-07-19 13:52:43,9999-12-31 23:59:59,7,18,12,1369544,ADS_CODE_DAILY_UPDATE,2025-07-19 13:52:42
433996,T5Q3YLNHPF,1655,1198397,3,4,정답 미션 161679,,,일반정답미션,N,2025-07-19 23:51:46,9999-12-31 23:59:59,7,18,12,1369544,ADS_CODE_DAILY_UPDATE,2025-07-19 23:51:45
434497,3HQzI2wBOw,1597,1199392,3,5,삼국지 전략판,,,Chapter 4 달성,N,2025-07-21 10:00:00,2031-01-04 00:00:00,1,4800,3600,2460100,NONE,2025-07-21 10:23:28
434503,USRfv8mAav,1597,1199412,3,5,MISTPLAY: Play to Earn Rewards,,,프로필 레벨 5 달성 및 설치한 앱 최소 한개에서 결제,N,2025-07-21 11:00:00,2030-12-27 00:00:00,2,18000,13000,2466400,NONE,2025-07-21 10:38:24
434507,0TumcrzavP,82,1199417,3,4,스시타다시 (블로그 리뷰 클릭 후 플레이스 저장),,,블로그 리뷰 클릭 후 플레이스 저장,N,2025-07-21 11:07:30,9999-12-31 23:59:59,7,19,8,1369550,NONE,2025-07-21 11:07:30
434571,T5XyiBBejk,1655,1199541,3,4,하나로정형외과의원 167064,,,네이버플레이스 퀴즈,N,2025-07-21 14:32:25,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-21 14:32:25
434735,2ctQ2tqcmm,82,1199877,3,4,한우국거리 (리뷰 전체보기 클릭 후 URL 제출),,,리뷰 전체보기 클릭 후 URL 제출,N,2025-07-22 00:07:53,9999-12-31 23:59:59,7,17,8,1369610,NONE,2025-07-22 00:07:53
434737,vuAyGNuGdV,82,1199879,3,4,한우선물세트 (리뷰 전체보기 클릭 후 URL 제출),,,리뷰 전체보기 클릭 후 URL 제출,N,2025-07-22 00:07:55,9999-12-31 23:59:59,7,17,8,1369610,NONE,2025-07-22 00:07:55
434818,9ALoSLYxKx,82,1200001,3,4,상구네솥뚜껑삼겹살&샤브샤브&편백찜 덕소직영점 (검색 후 플레이스 저장),,,검색 후 플레이스 저장,N,2025-07-22 00:13:40,9999-12-31 23:59:59,7,16,8,1369610,NONE,2025-07-22 00:13:40
435212,eRCq1Mi5hT,82,1200683,3,4,상구네솥뚜껑삼겹살 오산궐동점 (검색 후 플레이스 저장),,,검색 후 플레이스 저장,N,2025-07-22 18:07:43,9999-12-31 23:59:59,7,16,8,1369610,NONE,2025-07-22 18:07:43
435305,0ZvRz7HyeX,1655,1200859,3,4,블랙야크 피즈 손등 쿨토시 무봉제 팔토시 여름 자외선차단 골프 자전거 스포츠 토시 1674,,,네이버스마트스토어 퀴즈,N,2025-07-23 00:19:38,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-23 00:19:37
435307,gdydPLE5mE,1655,1200863,3,4,인피테 레이저 골프 거리측정기 초경량 미니 IXG2000PRO 167476,,,네이버스마트스토어 퀴즈,N,2025-07-23 00:19:40,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-23 00:19:39
435308,7q725BaYiC,1655,1200865,3,4,히커 유리 두유제조기 1.5L 글라스 두유기 죽제조기 메이커 167477,,,네이버스마트스토어 퀴즈,N,2025-07-23 00:19:40,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-23 00:19:40
435309,Q3SXaGsYrz,1655,1200867,3,4,리포소홈 폴더매트 층간소음 아기매트 거실 놀이방 200x240 빅매트 아이보리 167478,,,네이버스마트스토어 퀴즈,N,2025-07-23 00:19:41,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-23 00:19:41
435311,BNSzriAwdn,1655,1200871,3,4,브릭 여행용캐리어 68cm(24인치) 튼튼한 캐리어 폴리카보네이트 167481,,,네이버스마트스토어 퀴즈,N,2025-07-23 00:19:43,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-23 00:19:43
435392,P821QdhIHK,1623,1201027,3,4,[퀴즈] 제주 외도동 물회,,,퀴즈 맞추기,N,2025-07-23 11:28:43,9999-12-31 23:59:59,7,15,10,1369610,NONE,2025-07-23 11:28:42
435397,jEtNLpv7Q9,1623,1201037,3,4,[퀴즈] 외도동 횟집,,,퀴즈 맞추기,N,2025-07-23 12:09:28,9999-12-31 23:59:59,7,15,10,1369610,NONE,2025-07-23 12:09:28
435459,1ILGeRCdzZ,1596,1201153,3,4,[정답입력]MIAMIA고양이밥그릇식탁물그릇강아지-20250723-9,,,네이버 쇼핑 상품번호 입력하기,N,2025-07-23 15:37:56,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-23 15:37:56
435502,7NHeGzHyN1,1596,1201239,3,4,[정답입력]MIAMIA펠트고양이숨숨집-20250723-4,,,네이버 쇼핑 상품번호 입력하기,N,2025-07-23 15:38:32,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-23 15:38:32
435511,o9lrqsLA3w,1596,1201257,3,4,[정답입력]MIAMIA미로고양이숨숨집동굴-20250723-5,,,네이버 쇼핑 상품번호 입력하기,N,2025-07-23 15:38:39,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-23 15:38:39
435539,foXHLdaOCb,1596,1201313,3,4,[정답입력]MIAMIA높이조절고양이밥그릇-20250723-8,,,네이버 쇼핑 상품번호 입력하기,N,2025-07-23 15:43:01,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-23 15:43:01
435605,KQu9SQcmD7,1355,1201430,3,5,Bubble Pop Shooter,,,Lv.8 도달,N,2025-07-23 16:47:14,9999-12-31 23:59:59,2,2000,1500,1529726,NONE,2025-07-23 16:47:14
435606,CuXozHbgzK,1355,1201431,3,5,Bubble Pop Shooter - Kawaii,,,Lv.8 도달,N,2025-07-23 16:47:21,9999-12-31 23:59:59,1,2000,1500,1529727,NONE,2025-07-23 16:47:21
435706,cg94ZBRwHA,318,1201624,3,4,팰리세이드호환튜닝용품 맞추기 8.16,,,퀴즈 맞추기,N,2025-07-24 00:07:33,9999-12-31 23:59:59,7,18,12,1369610,NONE,2025-07-24 00:07:32
435742,s1holLcUHY,1655,1201694,3,4,닥터바이 리퀴드밀 강아지 퓨레 습식 사료 소화불량 구토 설사 유동식 전연령 167676,,,네이버스마트스토어 퀴즈,N,2025-07-24 00:10:02,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-24 00:10:01
435828,c37gFuZZq0,1597,1201956,3,5,넛 소트: 컬러 소팅 게임,,,레벨 1000 완료,N,2025-07-24 10:00:00,2030-12-28 00:00:00,2,9600,7200,2465300,NONE,2025-07-24 10:15:06
435837,bjqDTAjJmg,1597,1201961,3,5,벌룬 마스터 3D - 매치 3D,,,레벨 300 완료,N,2025-07-24 10:00:00,2031-01-04 00:00:00,1,5400,4000,2465800,NONE,2025-07-24 10:20:11
435868,tJInnFSPek,1596,1201990,3,4,[정답입력]청담워치-20250723-3,,,네이버 플레이스 장소명 입력하기,N,2025-07-24 11:42:37,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-24 11:42:37
435906,wNmB5mfSOj,910,1202060,3,13,삼성닷컴 (방문하기),,,클릭,N,2025-07-24 13:00:00,2030-12-28 00:00:00,2,10,7,2732500,NONE,2025-07-24 13:24:36
435910,wLM4t3Yi65,1666,1212388,3,13,띠운세 (1일 1회 재참여 가능),,,참여,N,2025-08-06 10:00:00,2031-01-04 00:00:00,7,2,2,2763800,ADS_CODE_DAILY_UPDATE,2025-07-24 14:08:55
435921,yVK2kd2LpI,618,1202083,9,6,﻿드래곤 블러드: 레이더,,,모든 서브퀘스트 완료,N,2025-07-24 15:00:00,2025-12-31 23:59:00,2,0,286,2735400,NONE,2025-07-24 15:20:11
435959,iACRTgivjl,1596,1202158,3,4,[정답입력] 경성대맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-07-24 16:23:04,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-24 16:23:04
436068,xo5wAAJtTH,318,1202364,3,4,블루키워드 맞추기 7.24,,,퀴즈 맞추기,N,2025-07-24 19:02:48,9999-12-31 23:59:59,7,16,11,1369610,NONE,2025-07-24 19:02:48
436161,q44449EHkt,1655,1202543,3,4,전자담배액상 전담액상 말론 발라리안 에어 젤로 맥스 호환 무니코틴 니코틴 무 망고 1679,,,네이버스마트스토어 퀴즈,N,2025-07-25 00:15:34,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-25 00:15:34
